,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4175,7345600755,7/7/2014,360000.0,3,1.5,1800,22000,2.0,NO,NONE,Average,8 Good,1800,0.0,1931,0.0,98168,47.4889,-122.286,1440,16640
4222,522069119,5/12/2015,550000.0,3,2.5,2720,62310,1.0,NO,NONE,Average,8 Good,2040,680.0,1985,0.0,98038,47.4168,-122.074,2770,204296
8283,6639900219,5/11/2015,419900.0,3,2.5,1630,1755,2.0,NO,NONE,Average,8 Good,1320,310.0,1997,,98033,47.691,-122.176,1920,14550
13844,5076700145,4/27/2015,550000.0,3,1.0,1140,8180,1.0,NO,NONE,Average,7 Average,1140,0.0,1959,0.0,98005,47.5851,-122.172,1510,8588
10458,2025069037,2/10/2015,1050000.0,4,2.5,3250,48037,1.0,NO,AVERAGE,Average,8 Good,2030,1220.0,1985,0.0,98074,47.6326,-122.07,2970,48037
18323,510001400,6/30/2014,765000.0,5,3.0,2870,5700,1.0,NO,NONE,Average,7 Average,1950,920.0,1964,0.0,98103,47.6621,-122.33,1730,5529
13382,8155000040,10/30/2014,230000.0,3,1.0,1020,12289,1.0,NO,NONE,Good,7 Average,1020,0.0,1967,0.0,98058,47.4235,-122.155,1300,9894
17256,2329800630,5/27/2014,274950.0,3,1.75,1670,7415,1.0,NO,NONE,Average,7 Average,1320,350.0,1987,0.0,98042,47.3776,-122.116,1650,8585
20893,3578600141,9/23/2014,550000.0,4,2.5,2470,7539,2.0,NO,NONE,Average,9 Better,2470,0.0,2006,0.0,98028,47.7407,-122.226,2580,7539
261,8644000060,10/24/2014,237000.0,3,1.75,1270,8470,1.0,NO,NONE,Good,7 Average,1270,0.0,1960,0.0,98198,47.4207,-122.29,1600,8470
20848,1245003268,11/6/2014,1280000.0,4,3.5,3530,8126,2.0,NO,NONE,Average,10 Very Good,3530,0.0,2007,0.0,98033,47.6847,-122.2,2660,8126
11529,5456000135,8/22/2014,677500.0,3,1.75,2020,9718,1.0,NO,NONE,Average,8 Good,2020,0.0,1956,0.0,98040,47.574,-122.21,2370,8604
5497,7942601410,5/14/2014,682000.0,3,1.75,1830,5120,1.5,NO,AVERAGE,Very Good,8 Good,1830,0.0,1903,0.0,98122,47.6051,-122.311,2120,5120
3875,4364700600,3/30/2015,390000.0,3,1.0,1010,7920,1.0,NO,NONE,Average,6 Low Average,1010,0.0,1925,0.0,98126,47.5249,-122.37,1520,7560
4016,4459800100,4/22/2015,390000.0,2,1.0,980,3800,1.0,NO,NONE,Average,7 Average,980,0.0,1926,0.0,98103,47.6903,-122.34,1520,5010
3626,7811100100,9/18/2014,566000.0,4,1.75,1900,10297,1.0,NO,NONE,Good,8 Good,1900,0.0,1966,0.0,98005,47.5944,-122.155,2220,9612
16950,3888100029,5/29/2014,475300.0,3,1.0,2110,10005,1.0,NO,NONE,Very Good,7 Average,1110,1000.0,1924,0.0,98033,47.688,-122.168,1360,9827
445,1774000200,12/2/2014,400000.0,3,1.75,1920,9102,1.0,NO,NONE,Average,7 Average,1920,0.0,1968,0.0,98072,47.7487,-122.082,1920,9760
6752,6163901381,12/4/2014,295000.0,3,1.0,1000,8320,1.0,NO,NONE,Very Good,6 Low Average,1000,0.0,1951,,98155,47.7548,-122.316,1090,8450
5111,8682231190,10/21/2014,542000.0,2,2.0,1930,4500,1.0,NO,NONE,Average,8 Good,1930,0.0,2003,0.0,98053,47.7104,-122.031,1670,5200
14157,7883607520,5/8/2014,230000.0,3,1.75,950,6000,1.0,NO,NONE,Average,6 Low Average,790,160.0,1939,,98108,47.5271,-122.316,1360,6000
3555,2919201095,3/27/2015,540000.0,3,1.0,1270,3840,1.5,,NONE,Average,7 Average,1270,0.0,1926,0.0,98103,47.6896,-122.357,1270,4175
10386,8651411070,9/25/2014,180000.0,3,1.0,1280,4875,1.0,NO,NONE,Very Good,6 Low Average,1280,0.0,1969,0.0,98042,47.3686,-122.081,1060,4875
13886,8898700120,6/4/2014,400000.0,3,2.0,2260,11305,1.0,NO,NONE,Average,7 Average,1130,1130.0,1986,0.0,98055,47.4544,-122.204,2080,10248
7338,1389310130,12/12/2014,330000.0,3,2.5,1676,18778,2.0,NO,NONE,Average,7 Average,1676,0.0,1997,0.0,98014,47.6521,-121.905,1410,18778
13989,7789000120,4/21/2015,229000.0,3,1.0,940,8400,1.0,NO,NONE,Average,7 Average,940,0.0,1958,0.0,98056,47.5108,-122.165,1190,8400
3367,8901500178,10/30/2014,700000.0,4,2.25,2440,9450,1.5,NO,NONE,Average,7 Average,2440,0.0,1947,,98125,47.7061,-122.307,1720,7503
17652,2902200076,1/28/2015,800000.0,3,3.0,2060,3200,2.0,NO,NONE,Average,8 Good,2060,0.0,1907,,98102,47.637,-122.324,1760,2669
11059,646500070,11/6/2014,420000.0,3,1.0,1060,7638,1.0,NO,NONE,Very Good,7 Average,1060,0.0,1966,,98007,47.5941,-122.142,1470,8097
2526,4477000270,8/22/2014,565000.0,3,2.0,2730,15677,2.5,NO,GOOD,Average,9 Better,2730,0.0,1976,0.0,98166,47.4612,-122.365,2040,12209
17743,9558010090,8/22/2014,445000.0,4,2.5,2790,8111,2.0,NO,NONE,Average,9 Better,2480,310.0,2004,0.0,98058,47.4492,-122.116,2550,7634
15839,7943000020,3/26/2015,183000.0,2,1.0,760,7272,1.0,NO,NONE,Good,7 Average,760,0.0,1980,0.0,98003,47.3205,-122.33,1370,7866
17836,2770605175,2/27/2015,620047.0,4,1.75,1760,6000,1.0,NO,NONE,Average,7 Average,880,880.0,1946,0.0,98119,47.6508,-122.373,2040,6000
1168,3131201290,3/17/2015,900000.0,4,2.5,2660,3672,2.0,NO,NONE,Very Good,8 Good,1800,860.0,1910,0.0,98105,47.6609,-122.324,1510,3825
4144,9358002305,3/13/2015,430000.0,2,1.0,950,6426,1.0,,NONE,Average,7 Average,950,0.0,1949,0.0,98126,47.5653,-122.37,1360,2550
7892,7660100336,12/10/2014,300000.0,3,2.5,1020,1570,2.0,NO,NONE,Average,7 Average,720,300.0,2004,,98144,47.5871,-122.317,1470,1249
18447,7345200650,12/31/2014,219200.0,3,2.0,1680,7000,1.5,NO,NONE,Good,7 Average,1680,0.0,1968,0.0,98002,47.2775,-122.203,1540,7480
8276,1453602284,11/3/2014,296000.0,2,2.0,1320,2040,3.0,NO,NONE,Average,7 Average,1320,0.0,1997,0.0,98125,47.7224,-122.291,1430,2040
3149,5561401220,7/7/2014,670000.0,6,3.0,4050,36171,2.0,,NONE,Good,8 Good,2620,1430.0,1970,,98027,47.4708,-122.015,3660,42874
12006,8964800390,5/8/2014,1500000.0,3,1.75,2430,12757,1.0,NO,AVERAGE,Good,8 Good,1340,1090.0,1952,,98004,47.6201,-122.209,2930,12450
880,2349300060,2/12/2015,200000.0,4,2.0,1920,4822,1.0,NO,NONE,Fair,6 Low Average,920,1000.0,1914,0.0,98136,47.5507,-122.381,1120,4822
6747,3276180020,3/27/2015,385000.0,4,1.75,1660,10757,1.0,NO,NONE,Average,7 Average,1000,?,1980,0.0,98056,47.5071,-122.194,1880,8319
9408,9828701565,2/9/2015,375000.0,3,2.0,2240,5200,1.0,NO,NONE,Average,7 Average,1630,610.0,1954,0.0,98112,47.6191,-122.296,1470,3775
14727,2767603577,5/6/2015,475000.0,2,1.5,1170,1250,3.0,NO,NONE,Average,8 Good,1170,0.0,2000,0.0,98107,47.6719,-122.38,1310,1308
7572,6641040100,5/15/2014,1150000.0,4,3.5,4210,10308,2.0,NO,NONE,Average,10 Very Good,4210,0.0,2006,0.0,98008,47.5905,-122.117,3860,10200
21135,3438500346,7/2/2014,265050.0,2,1.5,800,2119,2.0,NO,NONE,Average,7 Average,800,0.0,2008,0.0,98106,47.554,-122.362,1020,4800
13439,3797000205,9/24/2014,444000.0,3,2.0,1460,2610,2.0,NO,NONE,Average,8 Good,1460,0.0,1987,0.0,98103,47.6864,-122.345,1320,3000
1467,2856102336,3/25/2015,652000.0,3,2.0,1700,4080,1.0,NO,NONE,Good,7 Average,850,850.0,1941,,98117,47.6785,-122.393,1480,5100
8154,1623089039,12/17/2014,275000.0,2,1.0,900,57063,1.0,NO,NONE,Good,6 Low Average,900,0.0,1938,0.0,98045,47.4735,-121.786,1440,268765
18498,7657000210,8/18/2014,280000.0,3,1.75,1550,7410,1.5,NO,NONE,Very Good,7 Average,1550,0.0,1944,0.0,98178,47.4951,-122.237,1250,7467
13833,9241900150,8/27/2014,950000.0,3,2.5,3080,8448,2.0,NO,AVERAGE,Average,9 Better,3080,0.0,2000,0.0,98199,47.6469,-122.389,2500,6400
6537,1775801405,12/16/2014,557500.0,4,2.5,2390,38258,2.0,NO,NONE,Average,8 Good,2390,0.0,2001,0.0,98072,47.7433,-122.094,1960,17113
12153,3034200036,4/24/2015,438000.0,2,1.0,1630,9255,1.0,NO,NONE,Average,7 Average,1630,0.0,1941,0.0,98133,47.7222,-122.332,1800,8000
452,2525300030,2/22/2015,232000.0,3,1.0,1400,10403,1.0,NO,NONE,Good,6 Low Average,1400,0.0,1976,,98038,47.362,-122.029,1230,10209
12518,8860310120,4/22/2015,740000.0,4,2.0,2800,8540,1.0,NO,NONE,Good,8 Good,1730,1070.0,1977,0.0,98052,47.6869,-122.126,2470,9400
19983,3566800485,2/23/2015,649950.0,4,3.5,2440,3012,3.0,NO,FAIR,Average,8 Good,2440,0.0,2005,,98117,47.6923,-122.392,1860,4650
13608,2525049266,8/21/2014,1760000.0,3,2.25,3060,16000,2.0,NO,NONE,Average,10 Very Good,3060,0.0,1988,0.0,98039,47.6189,-122.23,3510,13162
4137,4221250090,11/13/2014,545000.0,3,2.5,1990,5149,2.0,NO,NONE,Average,8 Good,1990,0.0,2003,0.0,98075,47.5895,-122.019,2280,4506
3039,6117500025,2/17/2015,530000.0,5,2.75,3230,13572,1.0,NO,AVERAGE,Average,8 Good,1880,1350.0,1965,0.0,98166,47.4393,-122.347,2910,15292
17976,7518505375,5/5/2015,399900.0,3,1.0,860,1664,1.5,NO,NONE,Average,7 Average,860,0.0,1927,0.0,98117,47.6761,-122.384,1540,4080
4150,8077100031,4/22/2015,631000.0,3,2.25,1670,1396,2.0,NO,NONE,Average,9 Better,1250,420.0,2015,0.0,98115,47.6814,-122.288,1610,5191
16066,3330500345,4/20/2015,230000.0,2,1.0,1280,4635,1.0,NO,NONE,Average,6 Low Average,840,440.0,1917,0.0,98118,47.5532,-122.28,1660,6180
14017,5316101075,9/26/2014,2890000.0,7,3.0,5350,14400,2.5,NO,NONE,Good,10 Very Good,5020,330.0,1910,0.0,98112,47.6295,-122.285,3050,7469
17618,9523100026,7/23/2014,748000.0,4,2.5,3170,4979,2.0,NO,NONE,Good,7 Average,2570,600.0,1925,0.0,98103,47.6655,-122.34,2060,5000
17923,5018200110,9/22/2014,287000.0,4,2.25,2270,11997,1.0,NO,AVERAGE,Good,7 Average,1540,730.0,1959,0.0,98198,47.4095,-122.296,1920,9634
579,8945200860,12/11/2014,180000.0,3,1.0,1384,8960,1.0,NO,NONE,Good,6 Low Average,1384,0.0,1965,0.0,98023,47.3062,-122.371,1000,8470
19219,1324079029,3/17/2015,200000.0,3,1.0,960,213008,1.0,NO,NONE,Fair,6 Low Average,960,0.0,1933,0.0,98024,47.5621,-121.862,1520,57499
6571,1250202285,10/20/2014,908800.0,3,3.0,3420,7826,2.0,NO,NONE,Good,8 Good,2430,990.0,1939,0.0,98144,47.5873,-122.29,980,6300
12024,844001052,1/28/2015,365000.0,4,2.5,1904,8200,2.0,NO,NONE,Very Good,7 Average,1904,0.0,1999,0.0,98010,47.3107,-122.001,1560,12426
7467,7955040130,8/5/2014,460000.0,3,1.75,1370,8467,1.0,NO,NONE,Good,7 Average,970,400.0,1972,0.0,98052,47.6644,-122.145,1650,8472
18549,7657000540,9/2/2014,165000.0,4,1.0,1220,7980,1.5,NO,NONE,Average,6 Low Average,1220,0.0,1944,0.0,98178,47.4924,-122.237,1210,7920
17552,7785000230,5/27/2014,970000.0,5,3.0,3480,15185,2.0,NO,NONE,Good,8 Good,3480,0.0,1964,0.0,98040,47.5757,-122.216,3030,14257
13779,8651400730,4/28/2015,191000.0,3,1.0,840,5525,1.0,,NONE,Very Good,6 Low Average,840,0.0,1969,0.0,98042,47.3607,-122.085,920,5330
867,8665050060,7/31/2014,457500.0,3,2.5,1500,4445,2.0,NO,NONE,Average,8 Good,1500,0.0,1996,0.0,98029,47.5682,-122.005,1730,4408
21476,7283900306,4/17/2015,400000.0,3,2.5,1910,4408,3.0,NO,NONE,Average,8 Good,1910,0.0,2007,0.0,98133,47.7634,-122.35,1910,8154
4157,3987700115,7/28/2014,522500.0,4,1.75,1640,9299,1.5,NO,NONE,Good,7 Average,870,770.0,1943,0.0,98056,47.5334,-122.168,2460,14326
6349,4340000080,3/27/2015,1450000.0,4,3.5,2820,7809,2.0,NO,NONE,Average,10 Very Good,2820,0.0,1995,0.0,98004,47.622,-122.195,2630,7904
16408,3083000048,5/30/2014,427000.0,5,2.75,2220,4000,1.0,,NONE,Average,7 Average,1230,990.0,1973,0.0,98144,47.5754,-122.305,1580,4000
18500,9547202950,10/30/2014,564000.0,4,1.0,1170,4590,1.5,NO,NONE,Good,7 Average,1170,0.0,1925,0.0,98115,47.6804,-122.311,1430,4080
402,6021501685,4/22/2015,352000.0,2,1.0,940,5000,1.0,NO,NONE,Good,7 Average,940,0.0,1937,0.0,98117,47.6879,-122.385,1560,4500
4428,3815500165,9/11/2014,396000.0,5,2.75,2840,12253,1.0,NO,NONE,Average,7 Average,1420,1420.0,1960,0.0,98028,47.7618,-122.253,2210,11620
10276,1523049083,11/12/2014,196700.0,2,1.0,1090,9994,1.0,,NONE,Average,7 Average,1090,0.0,1954,0.0,98168,47.4761,-122.287,1090,11700
3057,9477101280,12/30/2014,424950.0,3,1.75,2090,7505,1.0,,NONE,Average,7 Average,2090,0.0,1967,0.0,98034,47.7326,-122.194,1510,7416
10190,3530440140,5/5/2015,276200.0,2,1.75,1370,4495,1.0,NO,NONE,Good,8 Good,1370,0.0,1975,0.0,98198,47.3794,-122.317,1370,4686
7060,9521100585,6/13/2014,499950.0,3,1.0,1830,3000,1.5,NO,NONE,Average,7 Average,1430,400.0,1926,0.0,98103,47.6619,-122.351,1510,2500
164,2617300160,8/12/2014,420000.0,3,2.0,2020,38332,1.0,NO,NONE,Good,7 Average,1010,1010.0,1975,0.0,98027,47.4582,-122.023,2110,36590
14863,3274850130,12/3/2014,392000.0,4,2.5,2600,8921,2.0,NO,NONE,Average,8 Good,2600,0.0,1991,0.0,98058,47.4423,-122.178,2550,8683
17734,1951800040,6/20/2014,488800.0,4,2.25,2170,9665,1.0,NO,NONE,Good,8 Good,1300,870.0,1976,0.0,98006,47.5444,-122.165,2170,12054
10390,8045000340,8/2/2014,565000.0,3,2.5,1700,7210,2.0,NO,NONE,Very Good,7 Average,1700,?,1966,0.0,98052,47.6688,-122.161,1700,7566
12494,9560800040,7/16/2014,485000.0,3,2.5,1800,11034,2.0,,NONE,Good,8 Good,1800,0.0,1987,0.0,98072,47.7558,-122.142,1940,8900
11347,7702020030,2/25/2015,533000.0,4,2.5,2590,6394,2.0,NO,NONE,Average,8 Good,2590,0.0,2003,0.0,98028,47.7599,-122.233,2500,5328
12212,1953400520,11/14/2014,265500.0,3,1.0,1860,9225,1.0,NO,NONE,Average,7 Average,1860,0.0,1957,0.0,98198,47.3904,-122.3,1740,12204
3317,1523089097,3/4/2015,496000.0,3,1.5,2520,37616,1.0,,NONE,Average,8 Good,2520,0.0,1955,0.0,98045,47.4777,-121.763,1470,33750
12118,2436200320,4/21/2015,577000.0,2,1.0,1090,5265,1.5,NO,NONE,Good,7 Average,1090,0.0,1947,,98105,47.6638,-122.292,2080,4000
7865,1454100650,8/4/2014,942000.0,4,2.75,3160,37200,2.0,NO,GOOD,Average,8 Good,2310,850.0,1939,0.0,98125,47.7214,-122.285,3130,20000
16629,4189800050,5/20/2014,335000.0,3,1.0,1060,10050,1.0,NO,NONE,Good,7 Average,1060,0.0,1967,0.0,98028,47.7355,-122.231,1570,9938
12126,126059225,8/6/2014,525000.0,3,1.75,2300,43560,1.0,NO,NONE,Good,7 Average,1350,950.0,1979,0.0,98077,47.7716,-122.101,2320,57000
6851,9407110680,10/8/2014,280000.0,3,1.5,1370,11400,2.0,NO,NONE,Average,7 Average,1370,0.0,1980,,98045,47.4477,-121.77,1390,9600
1847,6052400575,5/14/2014,175000.0,2,1.0,1170,8925,1.0,NO,AVERAGE,Average,6 Low Average,1170,0.0,1911,,98198,47.4017,-122.321,1380,7440
20372,5649600464,3/27/2015,343000.0,2,1.5,1100,1228,2.0,,NONE,Average,7 Average,900,200.0,2007,0.0,98118,47.5538,-122.282,1340,1380
1334,1250202255,6/5/2014,647500.0,3,1.75,1290,3870,1.0,NO,NONE,Very Good,7 Average,1290,0.0,1916,0.0,98144,47.5873,-122.29,2020,5850
8779,8849700040,9/8/2014,270000.0,3,2.25,1750,8400,1.0,NO,NONE,Average,7 Average,1350,400.0,1965,0.0,98188,47.4571,-122.272,2020,9110
20331,3278600670,5/23/2014,235000.0,2,1.0,1140,1730,1.5,NO,NONE,Average,8 Good,1010,130.0,2007,0.0,98126,47.5494,-122.372,1360,1730
18470,9828701690,8/6/2014,529000.0,3,2.0,1530,3400,1.0,NO,NONE,Average,7 Average,990,540.0,1907,2014.0,98112,47.6204,-122.296,1880,4212
14838,5153200150,12/3/2014,345000.0,2,1.0,1770,16660,1.0,NO,GOOD,Average,8 Good,1220,550.0,1957,0.0,98023,47.3346,-122.354,2790,20504
8945,3524039202,4/20/2015,1070000.0,3,2.25,2950,7232,1.0,NO,AVERAGE,Average,8 Good,1520,1430.0,1983,0.0,98136,47.5257,-122.382,2130,7140
11256,328000160,12/11/2014,1400000.0,5,3.75,3700,7920,3.0,NO,EXCELLENT,Average,9 Better,2900,800.0,1983,0.0,98115,47.6865,-122.266,2860,6360
20164,7853400250,6/4/2014,610000.0,4,3.5,2910,5260,2.0,NO,NONE,Average,9 Better,2910,0.0,2012,0.0,98065,47.5168,-121.883,2910,5260
6997,2856100185,7/21/2014,365000.0,2,1.0,680,2550,1.0,NO,NONE,Good,5 Fair,680,0.0,1901,0.0,98117,47.6767,-122.388,1120,5100
706,9477200560,4/13/2015,440000.0,3,1.75,1530,7245,1.0,NO,NONE,Good,7 Average,1530,0.0,1984,0.0,98034,47.731,-122.191,1530,7490
3491,7987400356,5/12/2014,255000.0,2,1.0,1220,2500,1.0,NO,NONE,Average,6 Low Average,770,450.0,1910,,98126,47.5727,-122.372,1540,3000
4573,6021503740,3/4/2015,690000.0,3,1.0,1090,4000,1.5,NO,NONE,Good,7 Average,1090,0.0,1945,0.0,98117,47.6846,-122.386,1520,4000
13247,7517500610,3/4/2015,781000.0,3,2.5,1920,1896,3.0,NO,GOOD,Average,8 Good,1920,0.0,2000,0.0,98103,47.6616,-122.356,1670,2994
17954,7575620120,4/22/2015,260000.0,3,3.0,2390,8993,2.0,NO,NONE,Average,8 Good,1680,710.0,1988,0.0,98003,47.3532,-122.306,1820,10362
7706,3575303970,7/16/2014,340000.0,3,1.0,1010,7500,1.0,NO,NONE,Good,7 Average,1010,0.0,1975,0.0,98074,47.6169,-122.062,1230,7500
7054,2546500020,6/18/2014,295000.0,3,2.0,1380,8682,1.0,NO,NONE,Good,7 Average,1380,0.0,1966,,98148,47.4238,-122.322,1410,10594
5580,6632300161,4/28/2015,422000.0,3,1.0,1160,7854,1.0,NO,NONE,Average,7 Average,1160,0.0,1960,0.0,98125,47.7304,-122.308,1300,8317
20446,3869900150,4/27/2015,345000.0,2,1.75,1030,1106,2.0,NO,NONE,Average,7 Average,765,265.0,2006,0.0,98136,47.5397,-122.387,1030,1066
15032,9187200275,4/20/2015,905000.0,4,2.25,2240,5000,2.0,,NONE,Average,8 Good,1770,470.0,1900,2014.0,98122,47.6027,-122.295,2120,5000
3151,8944750850,5/21/2014,288400.0,3,2.25,1870,3230,2.0,NO,NONE,Average,7 Average,1870,0.0,1997,0.0,98056,47.4915,-122.167,1620,3363
6617,126059242,11/19/2014,550000.0,3,1.75,1880,45738,1.0,NO,NONE,Good,8 Good,1410,470.0,1980,0.0,98072,47.7662,-122.114,2340,38556
17480,7431500280,11/10/2014,959750.0,4,3.0,3060,50002,1.0,NO,AVERAGE,Good,8 Good,2460,600.0,1957,0.0,98008,47.6205,-122.096,2740,16181
4784,1930300190,7/14/2014,716100.0,3,1.0,1640,4000,1.5,NO,NONE,Very Good,7 Average,1640,0.0,1909,0.0,98103,47.6563,-122.351,2140,4000
11991,7853230270,8/4/2014,435000.0,3,2.5,2370,6082,2.0,NO,NONE,Average,7 Average,2370,0.0,2004,0.0,98065,47.5288,-121.846,2690,6152
4022,7334500090,1/20/2015,290000.0,3,2.0,1810,11456,1.0,NO,NONE,Average,7 Average,1810,0.0,1970,0.0,98045,47.4648,-121.756,1360,12931
16660,623039026,11/25/2014,645000.0,2,2.25,2770,11884,1.0,,GOOD,Good,8 Good,1570,1200.0,1969,0.0,98070,47.5098,-122.474,2310,17097
9266,722039087,9/23/2014,220500.0,2,1.0,990,57499,1.0,NO,NONE,Fair,6 Low Average,990,0.0,1949,0.0,98070,47.4145,-122.463,2090,27442
2607,2193340140,8/14/2014,540000.0,4,2.5,1850,7850,2.0,NO,NONE,Average,8 Good,1850,0.0,1985,0.0,98052,47.6914,-122.103,1830,8140
18038,1352300580,11/14/2014,247000.0,1,1.0,460,4120,1.0,NO,NONE,Average,4 Low,460,0.0,1937,0.0,98055,47.4868,-122.199,990,4120
11630,5569700075,5/28/2014,968000.0,6,2.75,3610,17580,1.0,NO,EXCELLENT,Very Good,9 Better,2070,1540.0,1959,0.0,98075,47.5739,-122.069,2890,14060
9118,6303400981,1/13/2015,190000.0,3,1.75,1160,5850,1.0,NO,NONE,Good,6 Low Average,1160,?,1918,0.0,98146,47.5064,-122.356,1110,8382
11502,1377800135,4/2/2015,676000.0,3,2.0,1730,6784,2.5,NO,NONE,Good,7 Average,1730,0.0,1942,0.0,98199,47.6462,-122.403,1210,6784
9182,748000205,7/16/2014,293000.0,1,1.0,1110,5421,1.0,NO,NONE,Average,6 Low Average,1110,0.0,1935,,98177,47.7322,-122.359,1230,8100
2429,1726069051,5/23/2014,306000.0,2,1.0,780,13500,1.0,NO,NONE,Good,7 Average,780,0.0,1946,1989.0,98077,47.7383,-122.074,2200,67518
246,2025069065,9/29/2014,2400000.0,4,2.5,3650,8354,1.0,YES,EXCELLENT,Average,9 Better,1830,1820.0,2000,0.0,98074,47.6338,-122.072,3120,18841
3815,2919702655,6/6/2014,475000.0,2,1.0,890,4590,1.0,NO,NONE,Average,7 Average,890,0.0,1923,0.0,98117,47.6901,-122.362,1310,4590
16010,8682261440,1/13/2015,579000.0,2,1.75,1560,4500,1.0,NO,NONE,Average,8 Good,1560,?,2004,0.0,98053,47.7128,-122.032,1860,4500
19363,1773101215,7/17/2014,399700.0,4,1.75,1320,4800,1.0,NO,NONE,Good,7 Average,870,450.0,1930,0.0,98106,47.5534,-122.365,940,4800
9089,3649100674,4/30/2015,535000.0,3,2.5,2390,6263,2.0,NO,NONE,Average,9 Better,2390,0.0,2003,0.0,98028,47.7379,-122.248,2390,11761
2262,4037400295,7/30/2014,618000.0,4,2.25,2530,8736,1.0,NO,NONE,Good,7 Average,1210,1320.0,1958,0.0,98008,47.6049,-122.126,1720,8500
10438,5244800125,8/5/2014,650000.0,3,1.75,1840,2310,1.0,NO,AVERAGE,Good,8 Good,1140,700.0,1914,0.0,98109,47.6462,-122.351,1670,4000
835,4167300310,3/17/2015,324500.0,3,1.75,1920,11340,1.0,NO,NONE,Good,7 Average,1230,690.0,1977,,98023,47.3272,-122.362,1980,9638
13256,7809200035,1/23/2015,290000.0,2,1.0,1250,12507,1.0,NO,NONE,Very Good,7 Average,1250,0.0,1958,0.0,98056,47.4972,-122.176,1250,12498
17689,8881900230,12/2/2014,755000.0,3,2.75,2870,6600,2.0,NO,AVERAGE,Average,8 Good,2870,0.0,1984,0.0,98008,47.5745,-122.113,2570,7925
8624,7100000035,12/12/2014,315000.0,2,1.0,860,8308,1.0,,NONE,Average,7 Average,860,0.0,1948,,98146,47.508,-122.378,1200,8308
11395,3432500310,6/24/2014,325000.0,3,1.0,850,6906,1.0,NO,NONE,Average,6 Low Average,850,0.0,1948,0.0,98155,47.7441,-122.314,1150,6907
1173,2767601375,8/21/2014,505000.0,3,2.0,1500,2500,2.0,NO,NONE,Average,8 Good,1500,0.0,2002,0.0,98107,47.6748,-122.385,1550,5000
19801,8138870060,8/13/2014,395825.0,2,2.5,1590,1679,2.0,NO,NONE,Average,8 Good,1590,0.0,2012,0.0,98029,47.5449,-122.011,1590,1680
6437,5710610430,3/13/2015,517500.0,3,1.75,1810,10625,1.0,NO,NONE,Average,8 Good,1370,440.0,1973,0.0,98027,47.5322,-122.049,2140,10922
16168,8682310430,9/14/2014,560000.0,2,2.0,1680,4647,1.0,NO,NONE,Average,8 Good,1680,0.0,2008,0.0,98053,47.7088,-122.015,1680,4950
12848,7334500120,6/11/2014,240000.0,3,1.5,1360,9760,1.5,NO,NONE,Very Good,7 Average,1360,0.0,1984,0.0,98045,47.4648,-121.757,1310,11456
16450,9433000470,9/19/2014,779950.0,4,2.75,2840,4864,3.0,NO,NONE,Average,9 Better,2840,0.0,2014,0.0,98052,47.7103,-122.108,2990,5314
8102,2124049160,4/16/2015,440000.0,6,3.0,2510,5310,1.0,NO,NONE,Good,7 Average,1460,1050.0,1944,0.0,98108,47.5533,-122.304,1390,5407
5289,3501600185,9/15/2014,335000.0,3,1.75,1270,4800,1.0,NO,NONE,Average,7 Average,1270,0.0,1953,0.0,98117,47.69300000000001,-122.361,1490,4800
17339,8835700010,1/16/2015,919000.0,4,2.5,3620,17133,1.0,NO,EXCELLENT,Average,10 Very Good,2220,1400.0,1993,0.0,98075,47.5604,-122.027,3530,17026
8098,730000085,8/1/2014,285000.0,2,1.0,990,2446,2.0,NO,NONE,Average,7 Average,990,0.0,1998,0.0,98144,47.5919,-122.297,1260,2805
4951,9528104985,11/4/2014,611000.0,2,1.0,1270,5100,1.0,NO,NONE,Average,7 Average,1100,170.0,1900,0.0,98115,47.6771,-122.328,1670,3900
250,3832710960,9/23/2014,260000.0,3,2.0,1810,7209,1.0,NO,NONE,Good,7 Average,1240,570.0,1978,0.0,98032,47.3656,-122.278,1750,7209
15168,3438500742,8/26/2014,399000.0,3,3.0,2240,10479,2.0,NO,NONE,Good,7 Average,1710,530.0,1950,0.0,98106,47.5529,-122.356,1530,5244
7952,1921059310,3/20/2015,193000.0,2,1.75,1280,6774,1.0,,NONE,Average,7 Average,1280,0.0,1991,0.0,98002,47.2925,-122.219,1450,7810
21386,1498301168,5/28/2014,325000.0,2,2.5,1050,1609,2.0,NO,NONE,Average,7 Average,1050,0.0,2005,0.0,98144,47.5854,-122.313,1120,1693
7334,526069024,5/12/2014,950000.0,5,3.0,4530,258746,1.5,NO,NONE,Good,9 Better,3200,1330.0,2003,0.0,98077,47.7702,-122.066,3430,83199
2793,1326069050,5/4/2015,750000.0,2,2.0,2370,155130,1.0,NO,NONE,Average,7 Average,2370,0.0,1970,0.0,98019,47.7388,-121.972,1860,14475
16159,8582010290,8/14/2014,683000.0,3,2.5,2300,9218,2.0,NO,AVERAGE,Average,9 Better,2300,0.0,1998,,98027,47.5504,-122.077,2730,9930
15508,3459900305,12/11/2014,1110000.0,4,3.25,3520,19354,1.0,,AVERAGE,Good,9 Better,2010,1510.0,1978,0.0,98006,47.5572,-122.147,2630,19354
